suughpagte-	pos	to suddenly become dark or murky (especially of liquid); to change color; to became spotted or stained	No information given.
suughqaq*	pos	edible cartiledge-like layer at the base of the baleen of the lower jaw near the gums; “oyster” (so-called) of baleen	"Taawa suqaat, ….  Akiksaghtughaqeftiit tawaqalegnun. Talwa suughqalegllaget. ‘And baleen, … they evidentally traded them for tobacco. And also there was lots of baleen “oyster” (for eating).’ (SIVUQ. NANGAGH. 3:124); cf. suqaq"
suughte-	pos	to darken or become murky; to become off-white in color; to get strong (of tea or coffee)	"suughtekan ‘if/when it gets murky’ or ‘when it (tea, coffee) gets strong’; meghtaghvigem megha suughtaa ‘the well water is getting murky’; qateghrakegtak ggaatkek suughtaak ‘her white blouse is getting yellowish’; angyam piingha qateghrakegtaq suughtaa ‘the white paint on the boat is getting grayish’; uygaaqa suughtaa ‘my bleached seal-skin is becoming off-white’"
suughuute-	pos	to stir up sediment in a liquid	No information given.
suuglliqe-	pos	to get frustrated and show ones anger	No information given.
suugllug-	pos	to be irritable; to be in a bad mood; to get angry easily	mekelghiiq suuglliqelghii igaghvigmeng aanesimakangat ‘they had the boy who was irritable leave the school’
suuglluk	pos	"one who gets frustrated, angered or offended easily and readily shows his anger; irascible person"	No information given.
suuk	pos	small strap of baleen fastened to harpoon	exact identificationundetermined; suuga ‘its strap’
suulqu	pos	type of ring seal (Phoca hispida)	Chukotkan (R); exact identification undetermined; said to be a small grey ringed seal
suulya	pos	soldier	No information given.
suuma	pos	tobacco of a type brought to Chukotka from Alaska	"Akikwaghtaughaqeftiit tawaqalegnun. Talwa suughqalegllaget.  Pedersen nangllegtaghaqelghii. Suuma ataasiq, suumangwaaqut 12 pound-net qantaqat, tawaqat suumanguniiqiit. ‘They were coming out to trade baleen for tobacco. Since Pedersen was a kind man, he gave them one twelve pound case of packaged chewing tobacco. They called the tobaco “suuma”.’ (SIVUQ. NANGAGH. 3:124)"
suume-	pos	to be rabid; to be drunk; to go berserk; to be in a trance (shaman); to act wild	suumuq ‘he or it is berserk’ / suumestaa ‘it made him act wild’
suumegkaq	pos	rabid animal	No information given.
suumqaq	pos	something suddenly thought about; object of thought or memory	"suumqaqamken ‘I am now thinking about you’, ‘I have you on my mind’; nengiiskufsi suumqennaaghaghpesinga nengilgutngulunga ‘if you don’t have a place to stay, think about me and remember that you can stay with me’"
suumqi-	pos	to remember; to be considerate; to keep in mind	ilangi yugem ilameggnun suumqineghtuqat ‘some people are considerate of others’
suupae1	pos	soap	also used in Chukotka
suupae2	pos	soup; stew	also used in Chukotka (though maybe from Russian there); Naanga quyngimeng suupeliighaqeftuq neqekrangllaamaghmi suupeliightuusighqameng. ‘His mother was making reindeer stew while she was making fried bread so that they could have the stew to eat.’ (KALLAG. 74)
suupe-	pos	to blow	suupuq ‘he or it blew’; suupaa ‘he or it blew on it’ /
suupeliiq	pos	soup	No information given.
suupeqe-	pos	to soap up; to lather up	suupequq ‘he lathered up’; suupeqaa ‘he lathered it up’ /
suupgaghte-	pos	to change direction suddenly when fleeing; to change one’s mind	kaviiq malighqaghluku suupgaghtaakun tugaa ‘he chased after the fox and he caught it in spite of it’s changing direction’; yugem umyugagni upupeng suupgaghtestaak Nome-emun pifqaami pinaluni ‘the man finally changed his mind about going to Nome’
suupute-	pos	to exhale blood when caught (of sea mammal)	"aghveghteng paamkaqum tagtalangani suuputestaat ‘while shooting bombs at the whale, it started spurting blood as it exhaled’; ayveq malighqughluku suupusan naghullgaat ‘they went after a walrus, and when it spurted blood, they harpooned it’"
suuq	pos	murky liquid; strong tea	imighaa suughmeng ‘he put murky liquid (strong tea or the like) into it’; suughmeng qayughnaqunga ‘I am going to drink strong tea’
suuygute-	pos	to splash on the water with something to try induce game to come to the surface	Chukotkan (R)
suvaaghwagh-	pos	to continue (excessively) in the same mood	"sakraaluni paninang suvaaghwaghaquq ‘he got angry, and is continuing on in the same mood’"
suvate-	pos	to gossip; to spread news	aksaqluku ungipaq qaga kitum suvasimaa ‘someone secretly spread the news out there’; ungipaq qaga suvataqaat yakughnalghii ‘they are spreading the dangerous news out there’
suvinagh-	pos	"to be prickly, rough, or coarse to the touch"	suvinaghtuq ‘it is rough’ /
suyaghnanigh-	pos	to run out of energy for moving on	No information given.
suyaqnanigh-	pos	to lose the desire to do something on account of fatigue	"suyiighem tagtalangani qenwat suyaqnaniimalghii ‘barely moving, he finally got so tired he didn’t want to continue’; kaviiq malighqughluku tagtalmi meghughyalghiimi suyaqnanightuq ‘he chased after the fox and during that, when it got tired it gave up’"
suyeq	pos	hard slapping sound	No information given.
suyiigh-	pos	"to be barely moving on account of a rough surface, tiredness, etc."	akmagluni quulmun suyiighaqeftuq ‘he was barely going up carrying a pack’; suyiighumaluku naghughsimakanga ‘he passed him while he was barely going’
suyvaghte-	pos	to get much or many; to get more than enough	suyvaghtuq ‘he got a lot’ / suyvaghutkaa ‘he got a lot of it’
taagaq	pos	pebble	Chukotkan (V&E); cf. taapak
taaghqe-	pos	to get injured on the head	"taghnughhaat milughmigullghiit ilayeng taaghqumaat uyghagmeng milughluku naasqwakun ‘when the children were throwing rocks at each other, one got injured on the head when his head was targeted with a rock’"
taaghta	pos	medical doctor	base is taaghta-: taaghtat ‘doctors’; also used in Chukotka; Maaten quyngit taaghtalghuut. Ellngan aghalighaqii aqnilghiit quyngit. … Quyngim taaghtanga kayusighaqaat quyngighqwaaghtet. ‘Nowadays the reindeer have a doctor. He gives medicine to the sick reindeer. … The herders help the reindeer doctor.’ (AANGHHAQ 77)  
taagkaghtaq	pos	ancient	No information given.
taagken	pos	from there; and then; then; so; consequently	"particle; Kaalluni, iitghumalghii. Iteghyalghiimi unangumalghii. Taagken yugem nuliini tuqluumakanga, ""Neghsaq taawa!"" ‘He arrived and came in. When he came evidentally he’d caught a seal. And then the man called to his wife, “I got a seal!”’ (UNGIPAGHAGH. 9)"
taagna	pos	No information given.	look under aagna
taagra	pos	celebration of some sort	Chukotkan
taake-	pos	to be long (in space or time)	taakuq ‘it is long’ / taakluku ‘doing  it for a long time’; iknaqegkaq taakluku tamaana ilannaqenghitatgu(u)? are they going to count in that one who has been strong for a long time?
taakemna	pos	No information given.	look under akemna
taakwna	pos	No information given.	look under uukna
taalek	pos	first float on whaling gear	No information given.
taameng	pos	no wonder!; so that's why!	"particle; aghulaqnaluni pimaaqa, taameng kagpagllak he was thinking of leaving, no wonder he was really packing; tufighnalukek igaqisigka pimaaqegkek taameng qiliiqnilikek he was thinking of buying my camera, no wonder he said he liked it’"
taamna	pos	No information given.	look under aamna
taan’gani	pos	out in the ocean; down there	qageghtaa taan'ga meq ‘the sea out there has become rough with whitecaps’; Taan'gavek ivenrughtukut elngaatall malghugneghuluta. ‘We went in two [boats] out to sea using outboard motors.’ (SIVUQ. NANGAGH. 3:116)
taana	pos	No information given.	look under una
taane-	pos	to scrub	taanuq ‘he scrubbed himself or scrubbed something’; taanaa ‘he scrubbed it / taaniiq ‘he scrubbed something’
taanegna	pos	No information given.	look underunegna
"taapak, taapagaq"	pos	piece of gravel; pebble	cf. taagaq
taape-	pos	to seep through	taapaa ‘it (liquid) is seeping through’ /
taapngig-	pos	to easily soak up liquid; absorbent	qaligni taapngighqwaamaniiqaak ‘he says his raincoat is not easily soaked’; qiipagham ilangi taapngigaqluteng ilameggneng ayuqut ‘some cloth is less easily soaked than others’
taapute-	pos	to seep through	taaputuq ‘it (liquid) is seeping through’
taaqe-	pos	to finish; to quit	"taaquq ‘he finished’; taaqaa ‘he finished it’ / Igaghyallghitunga. Sivuqami one-year igaghyaqaghlunga taaqegkaagunga. ‘I didn’t go to school (much). In Gambell I did finish one year of school.’ (SIVUQ. NANGAGH. 3:48); used in connection with a verb expanded by the postbase -neq1, to mean ‘when he, you, we, etc., finish V-ing’, that is, ‘after V-ing’; examples: Neneghmeng taaqsan nulighha allighimalghii nutaghaastaghhiinaghmeng. Allighineghmeng taaqsan ingaghqulluteng qavaasimalghiit. 'After (he finished) eating, his wife lay out only new mattresses. After (she finished) laying out the mattresses, they slept.' (UNGIPAGHAGH. 14); Taagken tawaten piluguneghmeng taaqluni yataaghqelluni aanuq, esnamun atghaghtuq. 'Then after (he finished) getting dressed he got ready and then went out, and he went down to the shore.' (AYUM. UNGIP. I:14); Neneghmeng taaqegkumta ingaghquullghaakut. 'After (we finish) eating, let's go to bed.' (UNGIPAGHAGH. 4); Gaaghniineghmeng taaqneghmini neghluni neneghmeng taaqneghmini ingliighluni qavaghaqelghii. ‘When he finished cooking he ate, and when he finished eating he prepared his bedding and slept.’ (UNGIPAGHAGH. 178)"
taaqegkaq	pos	finished product	No information given.
taaqiinagh-	pos	to do in abundance; to do enough	used in the subordinative; nuliighhan qaltagnekun iqalluni sighlatkumakanga taaqiinaghluku ‘his wife got an abundance of fish in the bucket’
taaqriite-	pos	to be brightly or dark colored and stand out from background	especially against a white background
taaqurragkiigh-	pos	to complete tasks right away	No information given.
taatget	pos	"intersection of poles at top of the traditional dome-shaped house, the mangteghapik (q.v.)"	this is a plural; the singular would be tatek
taatghusiq	pos	brake	No information given.
taatkaghte-	pos	to hit on the nose	taatkaghtaa ‘he hit it on the nose’ /
taatneq	pos	cartilage part of a whale’s nose	"aghvengneghmeggni taatneghmeng saghnaaqelghiit tangtaqughtughyaghqameng ‘when they get a whale, they collect the cartilage from the nose so they can be eaten as a crunchy food’"
taatqaghte-	pos	to kill by striking with an object	"qawaagtani yaqghighaqaq anaguluku taatqaghsimaa ‘he struck the bird that he had shot on its wing, killing it with a stick’; iingtaghyam leghlleghtani taatqaghtameng tuququumakangi ‘the molted geese hunter killed his geese by hitting them’"
taawa	pos	here it is!; there it is!; it's ready!	particle; also used to signal a shift in topic
taawanginaq	pos	but; and yet; only; however	"particle; Nanghiiqunalunga maalghugulutek. Taawanginaq uka tumemi mayughyaghqaq uusqalghii. ‘I’m thinking of taking both of you. But, along the way there is a very high obstacle’ (SULUWET 42)"
taawna	pos	No information given.	look underuugna
taawra	pos	the number seven (in a counting or finger naming jingle for children)	"the entire jingle is: aatati, pututati, aanqaghreki, tekiina, kumlu, aasi, taawra, qilughru, milughru, qughru 'one, two, three, four, five, six, seven, eight, nine, ten'"
taayug-	pos	hurried; pressed for time	emotional root; taayugyugtuq ‘he feels pressed for time’; taayugnaghtuq ‘it causes one to feel pressured’
taayughqe-	pos	to hurry; to be in hurry	taayughquq ‘he is in a hurry’ / taayughqutkaa ‘he is hurrying with it’
taflu	pos	handle of drum	No information given.
tafsi	pos	"belt; belt around bottom of walrus skin roof of the traditional dome-shaped house, the mangteghapik (q.v.)"	No information given.
tafsi-	pos	to put on a belt	tafsiiq ‘he put on a belt’; tafsii ‘he put a belt on him’ /
"tafsiin, tafsiita"	pos	strap; barrel hoop	No information given.
tafsikwagh-	pos	to use a makeshift belt	"sami taayughqemmi ama avangilngughmi tafsiikwaqiinaq pikayuk ‘when in a rush, or when there is nothing else, on can use a makeshift belt’"
tafsimik	pos	"something kept on the belt such as a knife, tobacco pouch, or amulet"	No information given.
tafsineq	pos	small of back (of person)	No information given.
tafutaq	pos	walrus hide doubled in size by splitting	No information given.
tagh-	pos	No information given.	"root; > taghsagh, taghtugh-; = tegh-"
taghneghaghqugh-	pos	to see one's reflection	taghneghaghqughtuq ‘he saw his reflection’
taghneghaghquuta	pos	mirror	"used in the dual, taghneghaghquutek, for one mirror; … katam tawatetuq esghalghiistun taghneghaghquutelugkun. … ‘just like seeing with a poor mirror (“For now we see through a glass, darkly”)’ (1 Corinthians 13.12)"
taghneghaq	pos	shadow; image; likeness; reflection	"also plural, taghneghat, for one image; cf. taghu"
taghnughhaamalleq	pos	childhood	No information given.
taghnughhaghwaaq	pos	doll	No information given.
taghnughhalghutaq	pos	womb	Chukotkan (R)
taghnughhalgun	pos	fellow child within a group of children	No information given.
taghnughhaq*	pos	child; baby	taghnughhaat naghaaghaqut eslami ‘the children are playing outside’; Aakaqa unaaq taghnughhangumaaq. ‘My older sister had a baby this morning.’ (SLI JR. DICT. 157); cf. taghu
taghnughhin	pos	tent of canvas fitted on sled to protect children (and mother) when traveling	No information given.
taghnughhiqe-	pos	to babysit	taghnughhiquq ‘he is babysitting’
taghpagh-	pos	to open; to enlarge	applies to holes and other openings and also to flowers; taghpaghtuq or taghpaghaa ‘it opened’ / taghpaghtaa ‘he opened it more’
taghsagh-	pos	to awaken (him)	taghsaghaa ‘he woke him up’ /
taghtugh-	pos	to wake up	taghtughtuq ‘he woke up’ / taghtughtaa ‘he woke her up’
taghu	pos	person; man	said to be a shaman's word; cf. taghneghaq; see  Bogoraz’s comments on this word inBoza 1913:449 
taghyughii-	pos	to swell after contact with salt water (of a cut)	"un’gum kelliin megha taghyughnilnguq, taghyughiisiqniiqegkangat inghusaq ‘the ocean water is salty, so it is a rule to keep salt water from getting into a cut’"
taghyughnite-	pos	to be salty	No information given.
taghyuq	pos	salt; brine; sea or sea water; ocean	… tallimiitangani aghneghan elngaatall nenglun taanesnaken taghyumeng. ‘… every five days scrub your (semi-subterranean) house with sea water.’ (AYUM. UNGIP. I:15)
